source_prefix	target_prefix	source_size	target_size	absolute_overlap	normalized_overlap
colao	fypo	83	7674	76	0.91566
colao	hp	83	16614	76	0.91566
colao	to	83	1606	76	0.91566
colao	uberon	83	14351	76	0.91566
colao	vt	83	3677	76	0.91566
xco	zfa	675	3079	618	0.91556
ddanat	dermo	130	3401	119	0.91538
ddanat	to	130	1606	119	0.91538
nomen	sbo	260	694	238	0.91538
nomen	wbls	260	774	238	0.91538
fbcv	fypo	1132	7674	1036	0.91519
flopo	xao	23226	1720	1574	0.91512
mmo	zfa	695	3079	636	0.91511
chmo	fypo	2908	7674	2661	0.91506
clao	so	1495	2386	1368	0.91505
olatdv	pw	47	2600	43	0.91489
cmpo	vbo	399	18556	365	0.91479
cl	ogms	2659	117	107	0.91453
aism	mmusdv	553	105	96	0.91429
bfo	fypo	35	7674	32	0.91429
bfo	ino	35	166	32	0.91429
bfo	pw	35	2600	32	0.91429
bfo	xao	35	1720	32	0.91429
mco	mop	839	3582	767	0.91418
fypo	wbphenotype	7674	2633	2407	0.91417
fovt	obi	313	3735	286	0.91374
aism	cro	553	81	74	0.91358
clao	hsapdv	1495	243	222	0.91358
cro	exo	81	150	74	0.91358
cro	nbo	81	928	74	0.91358
hsapdv	xao	243	1720	222	0.91358
so	wbls	2386	774	707	0.91344
aism	exo	553	150	137	0.91333
fypo	hao	7674	2465	2251	0.91318
dermo	one	3401	69	63	0.91304
mro	one	51242	69	63	0.91304
one	uberon	69	14351	63	0.91304
fypo	vsmo	7674	1902	1736	0.91272
apo	xao	309	1720	282	0.91262
mco	oarcs	839	307	280	0.91205
so	wbphenotype	2386	2633	2175	0.91157
mmo	nomen	695	260	237	0.91154
mondo	peco	22784	550	501	0.91091
flopo	so	23226	2386	2173	0.91073
dermo	fao	3401	112	102	0.91071
cdao	gecko	131	67	61	0.91045
gecko	hp	67	16614	61	0.91045
nbo	spd	928	757	689	0.91017
exo	omit	150	89	81	0.91011
mmusdv	omit	105	89	81	0.91011
aism	cryoem	553	111	101	0.90991
apo	cryoem	309	111	101	0.90991
cryoem	exo	111	150	101	0.90991
flopo	vt	23226	3677	3344	0.90944
apo	zfa	309	3079	281	0.90939
poro	so	607	2386	552	0.90939
poro	zfa	607	3079	552	0.90939
aism	lepao	553	132	120	0.90909
cio	ddpheno	44	961	40	0.90909
cio	fypo	44	7674	40	0.90909
cio	ino	44	166	40	0.90909
cio	plana	44	646	40	0.90909
cio	vt	44	3677	40	0.90909
cio	zfa	44	3079	40	0.90909
hsapdv	lepao	243	132	120	0.90909
lepao	spd	132	757	120	0.90909
fbbt	ontoavida	17570	670	609	0.90896
aism	cdao	553	131	119	0.9084
cdao	clao	131	1495	119	0.9084
cdao	hom	131	65	59	0.90769
ddanat	rxno	130	653	118	0.90769
exo	hom	150	65	59	0.90769
hom	nbo	65	928	59	0.90769
hom	omit	65	89	59	0.90769
hom	uberon	65	14351	59	0.90769
nomen	xco	260	675	236	0.90769
fypo	spd	7674	757	687	0.90753
apo	zfs	309	54	49	0.90741
aro	zfs	6610	54	49	0.90741
clyh	zfs	257	54	49	0.90741
hp	zfs	16614	54	49	0.90741
vt	zfs	3677	54	49	0.90741
clao	cteno	1495	151	137	0.90728
cmpo	zfa	399	3079	362	0.90727
dermo	zeco	3401	161	146	0.90683
fypo	zeco	7674	161	146	0.90683
bspo	xco	139	675	126	0.90647
cdao	trans	131	32	29	0.90625
dermo	trans	3401	32	29	0.90625
ino	trans	166	32	29	0.90625
to	trans	1606	32	29	0.90625
trans	vt	32	3677	29	0.90625
mop	poro	3582	607	550	0.9061
mco	ogms	839	117	106	0.90598
fypo	mco	7674	839	760	0.90584
clao	hog	1495	1176	1065	0.90561
cdao	psdo	131	74	67	0.90541
psdo	zfa	74	3079	67	0.90541
mro	vbo	51242	18556	16799	0.90531
mmo	so	695	2386	629	0.90504
sbo	so	694	2386	628	0.9049
amphx	oba	399	7787	361	0.90476
apo	mmusdv	309	105	95	0.90476
clao	pdumdv	1495	21	19	0.90476
cmo	pdumdv	3025	21	19	0.90476
exo	mmusdv	150	105	95	0.90476
flopo	pdumdv	23226	21	19	0.90476
mop	pdumdv	3582	21	19	0.90476
pdumdv	so	21	2386	19	0.90476
envo	omrse	3360	230	208	0.90435
cmo	ncro	3025	2543	2299	0.90405
hao	so	2465	2386	2157	0.90402
fypo	nomen	7674	260	235	0.90385
so	xco	2386	675	610	0.9037
colao	mmusdv	83	105	75	0.90361
colao	nbo	83	928	75	0.90361
fypo	oarcs	7674	307	277	0.90228
oarcs	zfa	307	3079	277	0.90228
cdao	icepo	131	51	46	0.90196
icepo	omit	51	89	46	0.90196
icepo	plana	51	646	46	0.90196
icepo	po	51	1653	46	0.90196
icepo	rxno	51	653	46	0.90196
fypo	planp	7674	673	607	0.90193
cl	fao	2659	112	101	0.90179
vbo	zp	18556	36602	16732	0.9017
fypo	taxrank	7674	61	55	0.90164
hp	taxrank	16614	61	55	0.90164
nbo	taxrank	928	61	55	0.90164
omit	taxrank	89	61	55	0.90164
po	taxrank	1653	61	55	0.90164
taxrank	uberon	61	14351	55	0.90164
taxrank	zfa	61	3079	55	0.90164
cro	hsapdv	81	243	73	0.90123
hsapdv	mco	243	839	219	0.90123
cryoem	spd	111	757	100	0.9009
cteno	efo	151	15540	136	0.90066
hao	zeco	2465	161	145	0.90062
xao	zeco	1720	161	145	0.90062
rxno	so	653	2386	588	0.90046
bto	fbcv	6511	1132	1019	0.90018
cvdo	spd	290	757	261	0.9
ddanat	nbo	130	928	117	0.9
ddanat	xao	130	1720	117	0.9
phipo	so	920	2386	828	0.9
cmpo	so	399	2386	359	0.89975
fypo	wbls	7674	774	696	0.89922
planp	so	673	2386	605	0.89896
aism	omit	553	89	80	0.89888
omit	zfa	89	3079	80	0.89888
mco	so	839	2386	754	0.89869
mop	xao	3582	1720	1545	0.89826
ino	spd	166	757	149	0.89759
clao	ogms	1495	117	105	0.89744
so	spd	2386	757	679	0.89696
mmo	spd	695	757	623	0.8964
ncro	wbbt	2543	6763	2279	0.89619
oarcs	spd	307	757	275	0.89577
efo	gecko	15540	67	60	0.89552
mmusdv	spd	105	757	94	0.89524
mmusdv	uberon	105	14351	94	0.89524
mmusdv	vsmo	105	1902	94	0.89524
spd	zeco	757	161	144	0.89441
zeco	zfa	161	3079	144	0.89441
dermo	so	3401	2386	2134	0.89438
apo	lepao	309	132	118	0.89394
lepao	zfa	132	3079	118	0.89394
dermo	olatdv	3401	47	42	0.89362
olatdv	vbo	47	18556	42	0.89362
sbo	spd	694	757	620	0.89337
efo	exo	15540	150	134	0.89333
exo	spd	150	757	134	0.89333
cdao	efo	131	15540	117	0.89313
cdao	spd	131	757	117	0.89313
cvdo	so	290	2386	259	0.8931
poro	wbls	607	774	542	0.89292
fao	lbo	112	1108	100	0.89286
aism	hom	553	65	58	0.89231
fypo	hom	7674	65	58	0.89231
hom	zfa	65	3079	58	0.89231
nomen	zfa	260	3079	232	0.89231
bspo	spd	139	757	124	0.89209
fypo	mmo	7674	695	620	0.89209
clao	psdo	1495	74	66	0.89189
cryoem	hsapdv	111	243	99	0.89189
cryoem	uberon	111	14351	99	0.89189
cryoem	vsmo	111	1902	99	0.89189
cryoem	zfa	111	3079	99	0.89189
psdo	uberon	74	14351	66	0.89189
aism	colao	553	83	74	0.89157
cl	ino	2659	166	148	0.89157
clao	ino	1495	166	148	0.89157
colao	zfa	83	3079	74	0.89157
ino	zfa	166	3079	148	0.89157
fypo	poro	7674	607	541	0.89127
fypo	sbo	7674	694	618	0.89049
hp	mro	16614	51242	14791	0.89027
fypo	xao	7674	1720	1531	0.89012
ecocore	fbbt	182	17570	162	0.89011
apo	fypo	309	7674	275	0.88997
fypo	rxno	7674	653	581	0.88974
cmpo	xao	399	1720	355	0.88972
apo	oarcs	309	307	273	0.88925
cro	spd	81	757	72	0.88889
cro	zfa	81	3079	72	0.88889
dermo	zfs	3401	54	48	0.88889
exo	zfs	150	54	48	0.88889
fypo	xco	7674	675	600	0.88889
fypo	zfs	7674	54	48	0.88889
hsapdv	zfa	243	3079	216	0.88889
ino	zfs	166	54	48	0.88889
mro	zfs	51242	54	48	0.88889
pw	zfs	2600	54	48	0.88889
spd	xco	757	675	600	0.88889
nbo	nomen	928	260	231	0.88846
nomen	vbo	260	18556	231	0.88846
lbo	so	1108	2386	984	0.88809
hp	omit	16614	89	79	0.88764
omit	spd	89	757	79	0.88764
cl	cteno	2659	151	134	0.88742
cteno	spd	151	757	134	0.88742
cteno	zfa	151	3079	134	0.88742
fbbt	omrse	17570	230	204	0.88696
fbcv	mop	1132	3582	1004	0.88693
rxno	spd	653	757	579	0.88668
clao	exo	1495	150	133	0.88667
hao	vsmo	2465	1902	1686	0.88644
cio	cl	44	2659	39	0.88636
cio	hp	44	16614	39	0.88636
cio	mro	44	51242	39	0.88636
cio	rxno	44	653	39	0.88636
cio	to	44	1606	39	0.88636
cl	lepao	2659	132	117	0.88636
lepao	uberon	132	14351	117	0.88636
apo	bfo	309	35	31	0.88571
bfo	cl	35	2659	31	0.88571
bfo	ddpheno	35	961	31	0.88571
bfo	dermo	35	3401	31	0.88571
bfo	hp	35	16614	31	0.88571
bfo	mro	35	51242	31	0.88571
bfo	rxno	35	653	31	0.88571
bfo	zfa	35	3079	31	0.88571
mmusdv	zfa	105	3079	93	0.88571
aism	taxrank	553	61	54	0.88525
cdao	taxrank	131	61	54	0.88525
bspo	clao	139	1495	123	0.88489
bspo	zfa	139	3079	123	0.88489
hsapdv	spd	243	757	215	0.88477
ddanat	fypo	130	7674	115	0.88462
planp	symp	673	897	595	0.8841
nbo	poro	928	607	536	0.88303
lbo	symp	1108	897	792	0.88294
symp	to	897	1606	792	0.88294
hom	icepo	65	51	45	0.88235
icepo	uberon	51	14351	45	0.88235
poro	zeco	607	161	142	0.88199
ma	symp	3230	897	791	0.88183
flopo	vto	23226	107005	20466	0.88117
maxo	mco	1387	839	739	0.88081
mco	symp	839	897	739	0.88081
nomen	rxno	260	653	229	0.88077
mondo	wbbt	22784	6763	5956	0.88067
aism	gecko	553	67	59	0.8806
cl	gecko	2659	67	59	0.8806
cmpo	gecko	399	67	59	0.8806
gecko	plana	67	646	59	0.8806
gecko	spd	67	757	59	0.8806
cdao	ogms	131	117	103	0.88034
ogms	spd	117	757	103	0.88034
cl	exo	2659	150	132	0.88
exo	zfa	150	3079	132	0.88
cmpo	fypo	399	7674	351	0.8797
cvdo	fypo	290	7674	255	0.87931
efo	lepao	15540	132	116	0.87879
bto	symp	6511	897	788	0.87848
mco	nbo	839	928	737	0.87843
apo	psdo	309	74	65	0.87838
plana	psdo	646	74	65	0.87838
mp	zp	13569	36602	11912	0.87788
cdao	cl	131	2659	115	0.87786
cdao	hp	131	16614	115	0.87786
cdao	zfa	131	3079	115	0.87786
ncro	uberon	2543	14351	2232	0.8777
chmo	symp	2908	897	787	0.87737
spd	symp	757	897	664	0.87715
apo	vbo	309	18556	271	0.87702
clao	hom	1495	65	57	0.87692
clyh	hom	257	65	57	0.87692
hom	plana	65	646	57	0.87692
hom	spd	65	757	57	0.87692
apo	cro	309	81	71	0.87654
cl	cro	2659	81	71	0.87654
cro	hp	81	16614	71	0.87654
cro	uberon	81	14351	71	0.87654
poro	sbo	607	694	532	0.87644
hsapdv	omit	243	89	78	0.8764
oarcs	so	307	2386	269	0.87622
cl	mmusdv	2659	105	92	0.87619
hp	mmusdv	16614	105	92	0.87619
lbo	phipo	1108	920	806	0.87609
cl	trans	2659	32	28	0.875
ddpheno	trans	961	32	28	0.875
fypo	trans	7674	32	28	0.875
mro	trans	51242	32	28	0.875
rxno	trans	653	32	28	0.875
so	trans	2386	32	28	0.875
trans	zfa	32	3079	28	0.875
peco	wbbt	550	6763	481	0.87455
cteno	hp	151	16614	132	0.87417
fypo	wbbt	7674	6763	5911	0.87402
rs	symp	5020	897	784	0.87402
cl	cryoem	2659	111	97	0.87387
cryoem	hp	111	16614	97	0.87387
apo	so	309	2386	270	0.87379
apo	spd	309	757	270	0.87379
geno	so	221	2386	193	0.8733
mmo	poro	695	607	530	0.87315
poro	xco	607	675	530	0.87315
olatdv	omp	47	2006	41	0.87234
efo	ogms	15540	117	102	0.87179
ma	nbo	3230	928	809	0.87177
clao	lepao	1495	132	115	0.87121
cmo	symp	3025	897	781	0.87068
bspo	cl	139	2659	121	0.8705
bspo	omp	139	2006	121	0.8705
ddpheno	zfs	961	54	47	0.87037
nbo	zfs	928	54	47	0.87037
rxno	zfs	653	54	47	0.87037
to	zfs	1606	54	47	0.87037
mp	vt	13569	3677	3199	0.87
flopo	vbo	23226	18556	16142	0.86991
ddanat	zfa	130	3079	113	0.86923
hom	taxrank	65	61	53	0.86885
hsapdv	taxrank	243	61	53	0.86885
mmusdv	taxrank	105	61	53	0.86885
plana	taxrank	646	61	53	0.86885
fypo	so	7674	2386	2073	0.86882
bto	nbo	6511	928	806	0.86853
apo	hsapdv	309	243	211	0.86831
hsapdv	so	243	2386	211	0.86831
maxo	spd	1387	757	657	0.8679
maxo	planp	1387	673	584	0.86776
aism	ino	553	166	144	0.86747
colao	spd	83	757	72	0.86747
clao	mop	1495	3582	1296	0.86689
bto	to	6511	1606	1392	0.86675
exo	hp	150	16614	130	0.86667
maxo	xco	1387	675	585	0.86667
nbo	rs	928	5020	804	0.86638
maxo	phipo	1387	920	797	0.8663
fbcv	rs	1132	5020	980	0.86572
gecko	zfa	67	3079	58	0.86567
maxo	wbls	1387	774	670	0.86563
symp	wbls	897	774	670	0.86563
cryoem	efo	111	15540	96	0.86486
maxo	mmo	1387	695	601	0.86475
maxo	sbo	1387	694	600	0.86455
cro	plana	81	646	70	0.8642
cro	vsmo	81	1902	70	0.8642
cdao	cio	131	44	38	0.86364
cio	eco	44	2007	38	0.86364
cio	hom	44	65	38	0.86364
cio	mmusdv	44	105	38	0.86364
cio	omit	44	89	38	0.86364
cio	po	44	1653	38	0.86364
cio	poro	44	607	38	0.86364
cio	uberon	44	14351	38	0.86364
ogms	so	117	2386	101	0.86325
ogms	zfa	117	3079	101	0.86325
pw	symp	2600	897	774	0.86288
aism	icepo	553	51	44	0.86275
icepo	mmusdv	51	105	44	0.86275
mp	vto	13569	107005	11698	0.86211
flopo	mp	23226	13569	11693	0.86174
cl	nomen	2659	260	224	0.86154
ddanat	hp	130	16614	112	0.86154
fao	hom	112	65	56	0.86154
nomen	so	260	2386	224	0.86154
hp	ino	16614	166	143	0.86145
maxo	rxno	1387	653	562	0.86064
cl	hsapdv	2659	243	209	0.86008
maxo	poro	1387	607	522	0.85997
oarcs	vbo	307	18556	264	0.85993
to	vbo	1606	18556	1380	0.85928
pato	vbo	1875	18556	1610	0.85867
pato	zp	1875	36602	1610	0.85867
cvdo	maxo	290	1387	249	0.85862
cvdo	poro	290	607	249	0.85862
aism	bfo	553	35	30	0.85714
bfo	clao	35	1495	30	0.85714
bfo	phipo	35	920	30	0.85714
bfo	poro	35	607	30	0.85714
bfo	so	35	2386	30	0.85714
cmpo	spd	399	757	342	0.85714
fao	to	112	1606	96	0.85714
hp	pdumdv	16614	21	18	0.85714
ncro	obi	2543	3735	2179	0.85686
chmo	nbo	2908	928	795	0.85668
fovt	mondo	313	22784	268	0.85623
bspo	vsmo	139	1902	119	0.85612
hp	lepao	16614	132	113	0.85606
clao	cryoem	1495	111	95	0.85586
cryoem	plana	111	646	95	0.85586
apo	ino	309	166	142	0.85542
cl	colao	2659	83	71	0.85542
colao	hsapdv	83	243	71	0.85542
colao	plana	83	646	71	0.85542
efo	ino	15540	166	142	0.85542
ino	mco	166	839	142	0.85542
geno	maxo	221	1387	189	0.8552
cvdo	symp	290	897	248	0.85517
clao	symp	1495	897	767	0.85507
hao	one	2465	69	59	0.85507
cdao	plana	131	646	112	0.85496
mop	rs	3582	5020	3062	0.85483
cmpo	ogms	399	117	100	0.8547
hp	ogms	16614	117	100	0.8547
lepao	ogms	132	117	100	0.8547
po	vto	1653	107005	1412	0.8542
cl	omit	2659	89	76	0.85393
cl	ddanat	2659	130	111	0.85385
clao	ddanat	1495	130	111	0.85385
ddanat	uberon	130	14351	111	0.85385
mco	poro	839	607	518	0.85338
cl	lbo	2659	1108	945	0.85289
symp	vbo	897	18556	765	0.85284
cl	taxrank	2659	61	52	0.85246
clao	taxrank	1495	61	52	0.85246
eco	taxrank	2007	61	52	0.85246
cmo	nbo	3025	928	791	0.85237
cdao	zfs	131	54	46	0.85185
clao	cro	1495	81	69	0.85185
hom	zfs	65	54	46	0.85185
omit	zfs	89	54	46	0.85185
plana	zfs	646	54	46	0.85185
po	zfs	1653	54	46	0.85185
uberon	zfs	14351	54	46	0.85185
mmo	symp	695	897	592	0.8518
sbo	symp	694	897	591	0.85159
cryoem	psdo	111	74	63	0.85135
ogms	psdo	117	74	63	0.85135
olatdv	xao	47	1720	40	0.85106
gecko	so	67	2386	57	0.85075
mco	nomen	839	260	221	0.85
cmpo	omp	399	2006	339	0.84962
cmpo	ino	399	166	141	0.8494
omp	peco	2006	550	467	0.84909
symp	xco	897	675	573	0.84889
cl	mco	2659	839	712	0.84863
lepao	plana	132	646	112	0.84848
lpt	zp	481	36602	408	0.84823
fao	hp	112	16614	95	0.84821
fao	uberon	112	14351	95	0.84821
aism	mp	553	13569	469	0.8481
cmpo	cteno	399	151	128	0.84768
clao	mmusdv	1495	105	89	0.84762
efo	mmusdv	15540	105	89	0.84762
bspo	cryoem	139	111	94	0.84685
cmpo	exo	399	150	127	0.84667
ddanat	spd	130	757	110	0.84615
hom	po	65	1653	55	0.84615
symp	wbphenotype	897	2633	759	0.84615
pato	rs	1875	5020	1586	0.84587
lbo	maxo	1108	1387	937	0.84567
chmo	ncro	2908	2543	2150	0.84546
apo	zeco	309	161	136	0.84472
cl	spd	2659	757	639	0.84412
cl	planp	2659	673	568	0.84398
rxno	symp	653	897	551	0.8438
cdno	trans	799	32	27	0.84375
nbo	vbo	928	18556	783	0.84375
omit	trans	89	32	27	0.84375
bto	pato	6511	1875	1582	0.84373
mop	phipo	3582	920	776	0.84348
clao	colao	1495	83	70	0.84337
colao	eco	83	2007	70	0.84337
colao	po	83	1653	70	0.84337
cl	icepo	2659	51	43	0.84314
clao	icepo	1495	51	43	0.84314
eco	icepo	2007	51	43	0.84314
hsapdv	icepo	243	51	43	0.84314
icepo	spd	51	757	43	0.84314
clao	omit	1495	89	75	0.8427
omit	plana	89	646	75	0.8427
cmpo	maxo	399	1387	336	0.84211
mondo	vto	22784	107005	19185	0.84204
bspo	hp	139	16614	117	0.84173
fypo	mondo	7674	22784	6458	0.84154
aism	cio	553	44	37	0.84091
cio	hsapdv	44	243	37	0.84091
cio	so	44	2386	37	0.84091
cio	spd	44	757	37	0.84091
cio	vto	44	107005	37	0.84091
chmo	one	2908	69	58	0.84058
one	pw	69	2600	58	0.84058
one	wbphenotype	69	2633	58	0.84058
apo	cdao	309	131	110	0.83969
cdao	cmpo	131	399	110	0.83969
cdao	mco	131	839	110	0.83969
cdao	uberon	131	14351	110	0.83969
fao	po	112	1653	94	0.83929
chebi	ncbitaxon	163657	2438855	137228	0.83851
bspo	mmusdv	139	105	88	0.8381
mmusdv	plana	105	646	88	0.8381
mondo	ncro	22784	2543	2131	0.83799
cvdo	fbcv	290	1132	243	0.83793
hp	psdo	16614	74	62	0.83784
mco	psdo	839	74	62	0.83784
mmusdv	psdo	105	74	62	0.83784
ino	so	166	2386	139	0.83735
phipo	to	920	1606	770	0.83696
clyh	oba	257	7787	215	0.83658
flopo	pato	23226	1875	1568	0.83627
spd	taxrank	757	61	51	0.83607
gecko	vbo	67	18556	56	0.83582
hp	hsapdv	16614	243	203	0.83539
dermo	symp	3401	897	749	0.83501
mondo	zp	22784	36602	19021	0.83484
cteno	mco	151	839	126	0.83444
cteno	so	151	2386	126	0.83444
nbo	pw	928	2600	774	0.83405
gsso	sio	9455	1572	1311	0.83397
cmpo	oarcs	399	307	256	0.83388
efo	fovt	15540	313	261	0.83387
lpt	mro	481	51242	401	0.83368
aism	zfs	553	54	45	0.83333
apo	exo	309	150	125	0.83333
cl	zfs	2659	54	45	0.83333
eco	zfs	2007	54	45	0.83333
exo	so	150	2386	125	0.83333
lepao	vsmo	132	1902	110	0.83333
mmusdv	zfs	105	54	45	0.83333
ms	ncbitaxon	2937	2438855	2445	0.83248
cmpo	zeco	399	161	134	0.8323
cdao	vsmo	131	1902	109	0.83206
eco	omit	2007	89	74	0.83146
nomen	omit	260	89	74	0.83146
omit	vt	89	3677	74	0.83146
lbo	mop	1108	3582	921	0.83123
cl	hom	2659	65	54	0.83077
ddanat	efo	130	15540	108	0.83077
ddanat	lpt	130	481	108	0.83077
ddanat	omp	130	2006	108	0.83077
eco	hom	2007	65	54	0.83077
nomen	xao	260	1720	216	0.83077
cl	wbls	2659	774	643	0.83075
eco	mondo	2007	22784	1666	0.83009
fbcv	olatdv	1132	47	39	0.82979
maxo	olatdv	1387	47	39	0.82979
mop	nbo	3582	928	770	0.82974
cmo	pato	3025	1875	1555	0.82933
cl	poro	2659	607	503	0.82867
mro	vto	51242	107005	42462	0.82866
bfo	eco	35	2007	29	0.82857
bfo	go	35	43248	29	0.82857
fypo	zfa	7674	3079	2549	0.82787
apo	cteno	309	151	125	0.82781
bspo	efo	139	15540	115	0.82734
bspo	mco	139	839	115	0.82734
bspo	so	139	2386	115	0.82734
symp	zfa	897	3079	742	0.8272
hsapdv	vbo	243	18556	201	0.82716
exo	mco	150	839	124	0.82667
cl	zeco	2659	161	133	0.82609
obi	one	3735	69	57	0.82609
cmpo	lepao	399	132	109	0.82576
lepao	mco	132	839	109	0.82576
pato	pw	1875	2600	1548	0.8256
lbo	nbo	1108	928	766	0.82543
poro	rxno	607	653	501	0.82537
bto	zfa	6511	3079	2541	0.82527
apo	cmpo	309	399	255	0.82524
pato	wbphenotype	1875	2633	1547	0.82507
chmo	pato	2908	1875	1546	0.82453
cdao	so	131	2386	108	0.82443
psdo	so	74	2386	61	0.82432
ma	pato	3230	1875	1545	0.824
fbcv	ma	1132	3230	932	0.82332
nbo	wbphenotype	928	2633	764	0.82328
bto	mondo	6511	22784	5360	0.82322
ddanat	oarcs	130	307	107	0.82308
hao	symp	2465	897	738	0.82274
mp	xao	13569	1720	1415	0.82267
hao	pato	2465	1875	1542	0.8224
clao	fao	1495	112	92	0.82143
fao	zfa	112	3079	92	0.82143
dermo	nbo	3401	928	762	0.82112
gecko	lepao	67	132	55	0.8209
ma	to	3230	1606	1318	0.82067
rs	to	5020	1606	1318	0.82067
mop	plana	3582	646	530	0.82043
cmpo	omit	399	89	73	0.82022
mmo	planp	695	673	552	0.82021
bspo	xao	139	1720	114	0.82014
nbo	to	928	1606	761	0.82004
cl	sbo	2659	694	569	0.81988
maxo	zeco	1387	161	132	0.81988
maxo	nomen	1387	260	213	0.81923
mco	mmusdv	839	105	86	0.81905
cmpo	hsapdv	399	243	199	0.81893
planp	sbo	673	694	551	0.81872
cl	mmo	2659	695	569	0.81871
mondo	mp	22784	13569	11102	0.81819
cl	xco	2659	675	552	0.81778
aism	uberon	553	14351	452	0.81736
mondo	rs	22784	5020	4102	0.81713
cl	rxno	2659	653	533	0.81623
mondo	vbo	22784	18556	15141	0.81596
ddanat	lepao	130	132	106	0.81538
cro	efo	81	15540	66	0.81481
hsapdv	zfs	243	54	44	0.81481
spd	zfs	757	54	44	0.81481
hp	oarcs	16614	307	250	0.81433
vto	zeco	107005	161	131	0.81366
ecocore	ontoavida	182	670	148	0.81319
clao	trans	1495	32	26	0.8125
eco	fao	2007	112	91	0.8125
fao	so	112	2386	91	0.8125
po	trans	1653	32	26	0.8125
spd	trans	757	32	26	0.8125
trans	uberon	32	14351	26	0.8125
mp	rs	13569	5020	4078	0.81235
mondo	omp	22784	2006	1629	0.81206
apo	ogms	309	117	95	0.81197
one	so	69	2386	56	0.81159
mp	vbo	13569	18556	11002	0.81082
cmpo	cryoem	399	111	90	0.81081
cryoem	eco	111	2007	90	0.81081
cryoem	mco	111	839	90	0.81081
efo	psdo	15540	74	60	0.81081
fypo	to	7674	1606	1302	0.81071
maxo	zfa	1387	3079	1124	0.81038
flopo	mondo	23226	22784	18455	0.81
edam.format	ncbitaxon	347	2438855	281	0.8098
ma	obi	3230	3735	2615	0.8096
cmpo	fbcv	399	1132	323	0.80952
cmpo	mmusdv	399	105	85	0.80952
eco	mmusdv	2007	105	85	0.80952
cmpo	olatdv	399	47	38	0.80851
hp	olatdv	16614	47	38	0.80851
olatdv	poro	47	607	38	0.80851
olatdv	symp	47	897	38	0.80851
ddanat	vsmo	130	1902	105	0.80769
colao	nomen	83	260	67	0.80723
cmpo	poro	399	607	322	0.80702
ncbitaxon	tto	2438855	38640	31161	0.80644
dermo	pato	3401	1875	1512	0.8064
chmo	maxo	2908	1387	1118	0.80606
fbcv	gecko	1132	67	54	0.80597
gecko	ogms	67	117	54	0.80597
flopo	lpt	23226	481	387	0.80457
icepo	poro	51	607	41	0.80392
mondo	vt	22784	3677	2955	0.80364
obi	pw	3735	2600	2089	0.80346
cl	cvdo	2659	290	233	0.80345
ogms	plana	117	646	94	0.80342
ogms	vbo	117	18556	94	0.80342
ddpheno	taxrank	961	61	49	0.80328
lepao	so	132	2386	106	0.80303
fypo	symp	7674	897	720	0.80268
ecto	vto	2826	107005	2268	0.80255
bspo	cro	139	81	65	0.80247
obi	vsmo	3735	1902	1525	0.80179
cteno	plana	151	646	121	0.80132
cmo	obi	3025	3735	2421	0.80033
bfo	plana	35	646	28	0.8
bfo	spd	35	757	28	0.8
cmpo	ddanat	399	130	104	0.8
cteno	ddanat	151	130	104	0.8
ddanat	mco	130	839	104	0.8
ddanat	plana	130	646	104	0.8
ecao	zp	465	36602	372	0.8
exo	uberon	150	14351	120	0.8
nomen	spd	260	757	208	0.8
mop	mp	3582	13569	2865	0.79983
mondo	zfa	22784	3079	2462	0.79961
aism	xao	553	1720	442	0.79928
ma	maxo	3230	1387	1108	0.79885
hao	nbo	2465	928	741	0.79849
mondo	mop	22784	3582	2859	0.79816
aro	omit	6610	89	71	0.79775
mco	omit	839	89	71	0.79775
hao	obi	2465	3735	1966	0.79757
ddanat	psdo	130	74	59	0.7973
bto	maxo	6511	1387	1105	0.79668
clao	nbo	1495	928	739	0.79634
clao	zfs	1495	54	43	0.7963
so	symp	2386	897	714	0.79599
cio	clao	44	1495	35	0.79545
cio	cmpo	44	399	35	0.79545
clyh	colao	257	83	66	0.79518
colao	fao	83	112	66	0.79518
hp	zeco	16614	161	128	0.79503
fbcv	ogms	1132	117	93	0.79487
ogms	vsmo	117	1902	93	0.79487
cteno	uberon	151	14351	120	0.7947
cteno	vsmo	151	1902	120	0.7947
fao	vt	112	3677	89	0.79464
poro	spd	607	757	482	0.79407
maxo	rs	1387	5020	1101	0.7938
exo	vsmo	150	1902	119	0.79333
cvdo	planp	290	673	230	0.7931
apo	hp	309	16614	245	0.79288
cryoem	so	111	2386	88	0.79279
obi	wbphenotype	3735	2633	2087	0.79263
efo	omp	15540	2006	1590	0.79262
fbcv	spd	1132	757	600	0.7926
ddanat	so	130	2386	103	0.79231
cmpo	symp	399	897	316	0.79198
geno	hog	221	1176	175	0.79186
hog	mop	1176	3582	931	0.79167
agro	omrse	772	230	182	0.7913
gecko	mco	67	839	53	0.79104
gecko	vsmo	67	1902	53	0.79104
fypo	nbo	7674	928	734	0.79095
fbcv	planp	1132	673	532	0.79049
mop	symp	3582	897	709	0.79041
so	vsmo	2386	1902	1503	0.79022
cmpo	cro	399	81	64	0.79012
cro	mco	81	839	64	0.79012
cro	so	81	2386	64	0.79012
apo	maxo	309	1387	244	0.78964
ino	vsmo	166	1902	131	0.78916
planp	xco	673	675	531	0.789
ddpheno	obi	961	3735	758	0.78876
cmpo	nomen	399	260	205	0.78846
